Comment,Sentiment
goerings original message to hitler was very concilatory and respectfully asked if a transfer of power was neccessary unfortunately for goering the message fell into the hands of martin bormann who despised him bormann changed tone the of the message to make it look like goering was issuing and ultimatum,negative
приятного просмотра happy viewing ,positive
tu t’es donné à fond la le costume et tout super classe ,positive
thank you very much it really helps a lot hope you will continue doing such great videos,positive
heres my prediction for the products being launched 0 some new subscription service probably related to apple tv 1 airpods pro 2 2 apple watch regular se then pro probably with some new fitness related service as well 3 iphone 14 series regular then pros,positive
harry gracias por existir te admiro y te amo demasiado 3,neutral
i love how he sticks to it and says it seriously a second time,positive
i guess in terms of a single player mode for splatoon 3 i was hoping for a bowsers fury type of world where it feels more grand some exploration and seemless transitions into the levels,positive
■ facebook ■ facebook fanpage ■ group ■ instagram ■ tik tok,neutral
the vibes,neutral
well if he ever was in a relationship… at least he’s honest he’s not climbing into any portal to save you ,neutral
 get the complete htmlcss course zero to hero  subscribe for more html tutorials like this,neutral
i’m a new subscriber loved the video it’s so relaxing tingly ,positive
i love these tips that increase personal comfort and organization but home value is increased by landscaping and structural improvements thank you for sharing i especially like the 5 gallon bucket stool i’d love to make this with an open 14 for some internal shelving or storage for a personal challenge  sheeara alaska,positive
as an iphone user im always sceptical about updates because we all know that at least 60 of the features announced are basically what android had for at least 5 years but smart object and transposing the iphone camera to get topdown shots those are game changers apple has gone a long way in terms of ai and i dont think anyone is catching up with this soon enough my only complaint with the apple is battery life if you use every useful feature apple ecosystem provides you watchpodsmaciphone youre not seeing the end of the day without needing a recharge once they fix it my microscobic urge to return back to android will be gone forever i dont need a foldable screen i need battery apple has the rest of it,neutral
hi this video was super helpful i am currently a incoming junior in high school and i am planning to selfstudy this summer and take the exam in the fall,positive
hi priya thank you for this video i am concluding my last year as a student receiving my bs in data analytics and i have so many questions that are causing me anxiety as i am nearing the end of my journey i have realized that the path in computer science dsda is not structured like one probably imagined it would be what i am wondering is if you encountered the same during your journey in terms of learning these program tools python sql tableau r if what’s important while in school is getting a basic understanding of these tools and how to use them but the real challenge starts after graduating in teaching yourself on how to use these tools more effectively to actually be able to draw meaningful insights did you have to hone your skills a bit more once you graduated before you started to too apply to jobs i have beginner level on all these programs right now but i feel like i probably won’t be able to land a job in data analytics until i’m at least intermediate in sql and at least python for starters i would appreciate your feedback and would also love to connect with you offline to chat if possible congratulations again on your journey and your role in data science,negative
pierre changed his whole production style too many people copying his beats,negative
abi lütfen hırsıs serisini yabarmısın lütfen ,positive
omg the new character sprites look fantastic the combination of someone with architectural experience a character artist and a sprite artist sounds very powerful,positive
this was amazing we should be proud of our country,positive
next gta 5 এর ভিডিওতে আপনাদের স্পেশাল কিছু দেখাবো । কি হতে পারে বলুন তো ,neutral
i remember watching a documentary about how the area of west africa had become a dumping ground for usedunwanted clothes from europe and the americas more specifically the north americas i was totally shocked and had no idea about this villagers would sometimes travel for several miles on foot sometimes with their kids to pick through this clothing waste to sell into their communities and earn money most of it just became literal mountains of clothes on the beaches and wherever,negative
awesome video thanks for the great information i own rentals too and love it it takes some time to figure things out but thats true of anything keep up the great work and look forward to more videos,positive
she sounds very calming and motivating at the same time,positive
90 of the views are mine bc of how much times ive listened to this masterpiece ,positive
love that you did this not a lot of home decordiy content creators show the small yet important things like how to make a bed look like it came out of a magazine so really appreciate you doing that more smallsimple yet so important things please much love,positive
„end of quote repeat the line“ joe biden 81 million votes,neutral
studying computer science is my dream due to circumstances i unfortunately couldnt study it i am still trying my best to learn a little about it through online courses while working,neutral
this channel is actually really cool instead of being just a kickstarter compilation these are all actual product reviews going to watch a few more before subscribing but so far extremely good channel,positive
speaking of lawmen who turned to crime henry plummer was sheriff of bannack montana for around a year 18631864 and led a band of road agents called the innocents,neutral
how did he even get on the ballot there has be to some intellectual people in our government or its doomed,negative
,negative
man ryan takes forever to get to the very point,negative
it feels so weird seeing everyone all grown up like andrews going to college the andrew siblings dynamic never gets old ,neutral
when viserys was talking about the winter coming danys theme was also playing it was so sad ,negative
its not always that you want an unlimited dataset in machine learning sometimes you want to limit your dataset for example if youre trying to figure out if youre in a stock market recession or expansion you dont want to go over 2 years months of data because youll end up in another cycle symmetry and domain limits important are in machine learning my point is sometimes too much data is a waste of time and resources,negative
i was alive when this man made music,positive
its so crazy to me ive watched you all the way through middle school till college now over six years and youve grown so much keep working big man reguardless of your age middle school highschool collegeuniversity we gotchu covered,positive
i remember in grade 4 we did a reading comprehension about how ecigarettes are supposed to be a healthy alternative to smoking and then in grade 6 we did another reading comprehension about how harmful it could be in two years science was able to learn enough to completely change their position about vaping ecigarettes,neutral
i cant watch this without a huge smile on my face wave 2 looks incredible i still cant believe nintendo is bringing back 48 courses spanning the entire mario kart series and updating them for mk8dx its like a dream so many great memories with the originals ,positive
you could sent the link for the ppt which you are showing in video i want use that as quick reference,neutral
its bizarre how these people were so extremely judgmental they dont look at themselves in the mirror i guess,negative
timestamps for the lesson 000 intro 017 newtons 1st law 259 newtons 2nd law 347 unit conversionnewtons and lbs 456 weight and mass 826 newtons 3rd law 1657 normal force 2112 tension force 3154 more on newtons 3rd law 3358 net force in different directions 5443 more on tension force 11411 normal force on multiple objects 12439 static and kinetic friction 13848 inclined planes 15647 pulley systems 21915 pulley systems on inclined planes great video man,neutral
hahah hilarious its like adult children carrying guns around like youre going to take on the fbi,negative
giveaway nya untuk brapa orang kk ,positive
this is 3 cubes proceeds to make every shape in the universe but a cube,neutral
bells inequality settled the argument between einstein and bohr showing that entanglement was a real phenomenon,neutral
i miss the good old days before mojang became extremely lazy and restrictive,negative
terima kasih infonya kak,neutral
please also provide chapters so that one can go directly to the topic heshe wants,neutral
animals wouldnt do these horrible things to each other,negative
having done a lot of diving i can say that the octopus is an absolute marvel to encounter some mostly the younger ones are so curious at first its like wow u threat once it establishes that you are not its like eeer what are you then ive never seen one of you around before and there begins the act of mutual curiosity 3 you slowly reach with a finger it sends a tentacle you both touch sometimes they get frightened and clamp your entire hand flashing black before letting go but not swimming away they are playful find a shiny pebble hand it to the octopus itll take it check if it can be eaten discard it then a few sec after send a tentacle back to the pebble out of curiosity as to why did he give me this pebble gotta check again for anything special they really hold a very special place in my heart its not everyday that two species get curious about one another and attempt mutual understanding,positive
top 10 leggazdagabb szuperhős,neutral
2323 hermosa elección babes18kissxuno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genia,neutral
0137 ratios rate and proportions 0312 units 0550 percents 0808 linear equation word problems 0916 graphing linear equations 1052 interpreting linear functions 1342 solving linear equations and linear inequalities 1448 systems of linear inequalities word problems 1638 solving systems of linear equations 1830 linear inequality word problems 2030 systems of linear equations word problems 2256 solving quadratic equations 2420 key features of graphs,neutral
there are also natural bonsai they form in small pockets of soil on certain rock formations and are really rare,neutral
i swear i dont know what its doing this but every night when we go on a field trip and its night time and were on a highway this song always plays and it always hits different,neutral
if u ever feel useless in life just remember there are idiotic fools that dislike a 6 hour video of a man teaching how to use python for absolutley free,negative
in my opinion the most important thing which determines the educational performance of the child is whether hisher parents value education or not everything else is secondary,neutral
thank you nicely explained where does adaptive analytics stand which doesnt require historical data,positive
to summarize the code for building the 2nd brain c capture use notetaking apps or picture to store information o organise ask where will i use this information d distill progressive summarization e express show your work,neutral
i love 1 2 3 go theyre so amazing and subscribe,positive
nellie bly actually wrote her experience being in a mental hospital when she faked insanity and the book is called 10 days in a madhouse i suggest anyone read it its tragic but if it werent for her faking insanity and witnessing what she did it wouldnt have changed the course of mental health care like it did when her story got out they also made it into a movie thats on here youtube,negative
don’t get me wrong the concert vibe from the other games was cool but this fees like a whole festival and its really refreshing,positive
i am glad hrithik seems to take a different approach sethupatis vedha seemed a bit cold calculative but hrithik seems to be psychotic at times he seems like a sadistic beast waiting to be unleashed,neutral
if this course was helpful for you please leave a like and subscribe   become a kubernetes administrator cka  become a devops engineer complete devops bootcamp  udemy courses  useful links ► main kubectl commands k8s cli git repo ► k8s yaml configuration file git repo ► demo project git repo ► kubernetes ingress git repo ► kubernetes volumes git repo ▬▬▬▬▬▬ connect with me  ▬▬▬▬▬▬ join the private facebook group ► instagram ► twitter ► linkedin ► ▬▬▬▬▬▬ want to learn more  ▬▬▬▬▬▬ devops tools like terraform prometheus ► jenkins pipeline tutorials ► kubernetes on cloud ► ▬▬▬▬▬▬ courses ebooks bootcamp  ▬▬▬▬▬▬ ► become a devops engineer full educational program  ► highquality and handson courses  ► kubernetes 101 compact and easytoread ebook bundle ,positive
johns boldness genelias innocence vidyut as an antagonist make this one a perfect watch i literally have watched force for 4 times but the ending really breaks my heart ,neutral
while really interesting i cant help but feel bad for all the axelotl that had to endure amputation and maybe worse for this to be researched especially the one that got their rejuvenation blocked,negative
the watermelon jello looks so delicious ,positive
“there’s no way to enter a serial number and search for the owner” how are we ever supposed to stop gun violence with a stupid law like that,negative
puri is the number one director than than all among telugu directors including rajamouli sir,positive
as a developer on fiverr i think all 3 but especially the last 2 shouldve gotten paid way more this takes at least a couple hours to build even for an experienced developer and fiverr takes 20 of all your revenue thats not even half of minimum wage,neutral
bruh this shit still hit ,negative
747 i actually might have found a new species of cockroach yesterday it looks like a smokeybrown cockroach but it is small has a completely black thorax and is really fat and has really tiny antennae if anyone knows this species please tell me or maybe its a new species i discovered,neutral
another thing ive found helpful as a cs major is to make sure to capitalize on those required gened classes subjects like history english philosophy etc having a spare 100level intro to x class in your workload during a tough quarter doing hours upon hours of javapython can really defray the pressure many of these are also just as good when taken online as well,positive
allow yourself to be the relaxed and cheerful person the world needs 3,positive
whats the reasoning behind not going test optional if you score in the 25th percentile wouldnt it make more sense to submit only if youre in the median score range,neutral
student loans should be dischargeable or modifiable in bankruptcy proceedings based on a proper showing of financial hardship it is absurd that the credit card debt on a spring break trip to cancun is unquestionably dischargeable by a bankruptcy court but tuition housing and fees for college are not,negative
please open it at night and wake up the neighbors,neutral
this music is amazing god my heart stumbled upon them whilst searching guitar videos for lessons now im playing along,positive
hi anh,neutral
i love it so much its really good ,positive
also it may be wise to learn matlab to a fairly advanced level before doing ml the jump from basic python to ml is quite a big one i was not able to make that jump and got fired from my job because of it you must know how to populate matrices by row and column take the average etc a basic python course wont cover these things but matlab courses are more specific for the type of things you will be doing as an machine learning engineer or data scientist,negative
meanwhile in a parallel universe just like humanshumans,neutral
i just cannot express how grateful i am to prof steve brunton for posting these videos waking up at 6am to watch him explain is the most satisfying thing ever thank you we all are grateful,positive
lol so we’ve gone full circle no longer proof of work no longer proof of stake but now proof of authority or trust which is essentially where we are already but now we are branding it with blockchain technology so it sounds exciting,positive
cash less india కావాలంటె ఇలాగే కొనసాగండి chargelu పెడితే కల కలే,neutral
france israel and south korea have charged and in two cases convictedone is still pending current or former heads of state in the last 5 years both of the convictions led to prison sentences it hasnt damaged those countries they arent banana republics all this handwringing is pointless if any citizen is to have any faith at all left in the us justice system these crimes need to be charged regardless of the culprit,negative
i still own my xbox 360 because there are games i still enjoyed playing from them the startup still sounds breathtaking,positive
love susskind and his no nonsense outlook on the world ,positive
shakoor and naseem timma voice mixed,neutral
you always motivate me to cube faster and your videos are so entertaining keep up the good work,positive
me trying in window just like 1 him st time my balance goes cube rip,negative
my bro didnt considered that years of practice for solving rubiks cube in seconds,neutral
bruh i write how to make so a game engine and get a fucking adventure video,negative
its truly a great time to be alive to be able to have resources like this be so freely available for anyone to use,positive
gorloss is one of those guys that i would have as a friend he is super chill,positive
excited to see what the tablet does with the new android l updates im really curious to see if they do a folding phone too though the watch well i have never really felt like the smart watch was necessary i use a garmin and the notifications and quick canned reply features it provides are everything i think i care about and the battery lasts a whole week but in fairness ive never tried a true smartwatch myself,positive
i feel like crypto is overpowered but takes time to master because of the amount of vulnerability he has,negative
ich bin so froh auf diesen video du bist einfach so cool  und du machst die besten videos,positive
a number of years ago mcd did a limited global menu thing where they brought a few of their international exclusives to the us i think the only thing they ever did before quitting it that i remember was a burger from spain and a stroopwafel mcflurry from the netherlands i dont remember trying the spanish burger it really wasnt anything that different the stroopwafel mcflurry was awesome tho was sad to see it go anyway i knew a little bit about the japanese exclusive items and was hopeful theyd continue it and do a run with a few of those here the mcteriyaki burger sounds awesome and im surprised they havent tried the mcfloats here ice cream floats are a classic dessert in the us and it would be so easy a dr pepper mcfloat would be really good for us taste im also kind of upset they ditched the snack wraps probably a us exclusive you could have showcased here had they still been around they had 3 that i remember big mac a barbecue crispy chicken one and i think a bacon ranch one wrapped in the same sized tortilla as the breakfast burrito i think you got 2 per order and they were a perfectly sized fast hot snack if thats what one was hungry for on the go,positive
that fear in bad’s scream at the end was 100 genuine lol,positive
i think one of the greatest losses to history is that most people think egypt and china are very far from each other yes they are quite distant and it would take an individual months to do it but it wasnt an individual it was a series of peoples just because they didnt have planes or the combustion engine doesnt people mean werent crossing continents not a person or persons but people your friendly neighborhood druid,negative
thanks for the video ive always been interested in physics but chose to go into chemistry for undergrad its awesome to have great explanations and videos so easily accessible,positive
what do you think about the future of console exclusives thanks for watching and liking the video 3,positive
as always the cooking process looks so elegant youre amazing zach ,positive
one of my favorite sites to visitlove it and thank you for such an informational site on wildlife,positive
the last one wasnt great its a foul in footballing terms and always results in a yellow card other players have done the same and been booked for it too as did henry in that last clip,negative
insanely cool using old rubbish and second hand items is also very admirable and cost effective i imagine,positive
i have the 12pro max and literally only getting the ip14 pro model because i’m tired of the max size so really nothing on the 14 pro model that wows me but really at this point in yearly iphones we are past the wow must have moments so this 14 pro model will be the first iphone that i will keep for years and not upgrade until it breaks and have to get new phone,neutral
your intro never gets old ,positive
this is mike saying im back in the most mike way possible,positive
“no more wire hangers” this is seriously what a complete and total cult transformation looks like look at the difference just in her demeanor and her physical appearance when she was supporting cheney and how psychotic and dead behind the eyes she looks currently she’s got that marshall applewhite from heavens gate look down pat,negative
hermosa elección babez18kissxuno de los mejores conciertos 2222 senada hermoso 2222 megan hotter 2222 hopi sweeter 2222 yoongi butter 2222 amor momentos 2222 alfiora preety 2222 alana awesome 2222 joonie cooler 2222 son unos de los mejores conciertos no puede ir pero de tan solo verlos desde pantallase que estuvo sorprendente zifn 1555 son unos de los mejores conciertoyt,neutral
one of the best explanations of the highs and lows of the power of egypt the incredible architecture and art the power plays and the growth of the egyptian empire very well done and very well presented history comes alive with enthusiastic experts talking us through the centuries very talented and professional presenter famous historians and keeps you interested and even excited it was long but i learned a lot i wanted to be an egyptologist as a child if i had seen this then i would have become one fascinating,positive
the only next gen console i could find was this one have owned it for about a year 0 regrets would buy it again its amazing its form factor blows my mind so tiny but so powerful,positive
who wants to get shot in the classroom while trying to protect these disrespectful students who you cuss out on a daily basis,negative
i want to know what problem that quantum computer solved in a few minutes that would take a normal computer 10000 years,neutral
bro advance congratulations for 15 million ,positive
why did these villagers buriedme alive in minecraft how to survive underground,negative
still the best fight of the series to date and that pop of the gatling is still the most satisfying sound in the show,positive
himmlers death isn’t entirely accurate he was detained for a short time and although it was reported that he had died from a cyanide capsule he was thoroughly strip searched for such an item and during his autopsy it was noted that he had lots of strange bruises all over his face that were not present when he had arrived some suspect that he was beaten to death historian and youtuber “mark felton” researched this very subject about himmler in a youtube series called “the death of himmler” i cannot recommend his videos enough his videos remind me of what the military channel once was before it became the american hero’s channel if anyone remembers that,negative
every time that i’m stressed i’ll just watch mrbeast videos so that i could get away from my stress these people are awesome,positive
garibo ke masiha abbas ansari jindabad,neutral
im 67 a war veteran and i am watching my country being driven quite off a cliff in a clown car filled with conspiracy nut jobs terrific,negative
objectively the bongcloud opening must be the most horrendous of options however at the same time it is hikarus trademark bongcloud is beyond good and evil,negative
when u are unhappy with the current situation u dont further destroy whats left of so the economy but u can cut ties with the anc and put your hat in the ring in 2024 its as simple as that,negative
hey joma the new thing now in data science interviews is modelling questions makes sense really curious if you would do a video on how to prepare for that for many companies that is the makeorbreak portion of the ds interview process,neutral
thank you so much for all of your help with everything i am taking biochemistry and genetics right now praying to find more videos that you can help me out with these classes love the way you teach,positive
what an awesome video i love to see new affordable products come out this makes me wonder why certain tech devices have such an immense shelf price if more technology can be produced at cheaper costs there may be some advancement in the asking price from many everydayused devices such as laptops or desktops,positive
he wanted a picture with a tall white guy,neutral
c’est quoi le jeu à la fin de la vidéo si c’est bien un jeu,neutral
i am new to the stock market every stock that i bought so far i was out of luck because i bought them when they were expensive i feel i missed out on all the stock opportunities so far for the tech stocksi believe having 75k yearly income would be a good investment so i want to plug all my savings into the stock market i know this sounds a bit dull but i would like to know if i should learn investing let or somebody else more capable like a fa do it for me please share your thoughts i am kind of tired of searching for a good stock to buy and losing all the good opportunities,negative
i agree with gary at the end its tough being a dad when you have no good examples living through the same thing have a 20yearold and a 9yearold and doing the best i can my father wasnt really there stepdad was so so but not the best father skills and really had no other man in my life to get guidance from as a father we do the best for our kids and thats all we can do,neutral
i’m in my earlier 40s i’ve found it difficult to go back and still enjoy many of the games from my youth but super mario world still holds up i think it will continue to stand the test of time with the ageless gameplay and level design it’s a masterpiece,positive
bro i can solve in 20 sec if ur reapeting same moves applicable on solve state for solving scrambled cube learn bigenner method roux method zz method cfop method any of these,neutral
how can i make money from crypto trading without making excessive losses,neutral
opening blender for the first time is terrifying wheres the make finished 3d model button,negative
i needed to watch this several times before watching closely how to separate the two cubes to actually understand how its possible to have twice the same cube as the first one xd,neutral
i feel terrible for bob he sounds like he’s crying 1 like 1 prayer for bob,negative
you can’t rlly blame him he missed a mate in 4 with 10 seconds left,negative
ahhh the life of a scammer,negative
320 a dagadt lex lutor,neutral
andrew and his jokes this is what makes his personality so great,positive
you are a life saver i got stuck with a pretty bad teacher and literally wouldve failed my exam if it absolutely wasnt for you,negative
who else still doesn’t have the ps5,neutral
the worst thing to happen to fashion was ‘influencers’ who encourage always wanting the next instead of appreciating the now and the they’re classic so fickle and encourage everyone else to be the same,negative
this downward spiral of our country should scare every single one of us well those of us who actually know history and what all this kind of nonsense can lead to scary indeed,negative
perisic has brought so much offensive danger to the wings for spurs which is deadly considering someone of kanes quality waiting for those headers,negative
you know a canadian made this list when a damn curling highlight makes the cut,negative
these new streams are definitely a great addition to the arsenal of the hamza content,positive
to be clear that basketball player 217 did not intentionally bounce that basketball into the hoop he was trying to throw it at the opposing team in order for them to retain the ball by making the ball go out of bounds off i the other player,neutral
big tech having zero accountability has to led unbelievable levels of extremely evil,negative
the so guys for screams help when the boats spawned had me dead,negative
it’s always great to see lil kids doing well for themselves that’s actually really cool,positive
who is the fan of hazarat muhammad saw,neutral
1000 this is an extremely hard coding task it deals with a custom datatype implies the iteration and verification of the end i wasted 40 minutes and didnt resolve it all the solutions i have found include flattering with a separate method than iterating and len verification and the task is formalized in a way that next and hasnext methods should be enough to do the flattening which is again more difficult i am not sure if it is a suitable task for a middle software developer in a fortune500 company coding interview comparing this with the explanation of the gradient descend is like chalk and cheese,negative
люблю твои asmr так же вы безумно красивая,neutral
the part where theyre talking about the initial rollout of the snes in north america hits home they mention something about how expensive it was for the time and how the state of the us economy in 1991 meant it was probably the only toy the average american parent could buy their kids that year took up the entire toy budget that happened to my family christmas 1991 and all my brothers and sisters are there 4 of us ranging from 10 to 18 years old my parents had a single present for the 4 of us the super nintendo with super mario world it was one of the best gifts of all our lives because we had all wanted the snes badly we literally played it all that christmas eve night and into christmas day its a great family memory that we all still hold with us now all in our 40s and 50s with families of our own,neutral
absolute history may i make a recommendation how about a video on ancient people learning to cook,neutral
hi brooke ive been watching your videos for a while and was able to score a 1560 as a junior my subscores are both 780 which is causing me a dilemma because i want to go into engineeringcs my total score is at the 75th percentile or higher for almost every school im applying to but my math is at the lower end for my intended major some places should i retake to get a 790 or 800 or will it not make much difference,neutral
directioners repeat after me this is not the end this is not the end we can make it you know it you know,neutral
1729 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
amo seus asmr mt bom,neutral
knowledge is power but knowledge about yourself is self empowerment ,positive
1 no experience necessary 2 internship opportunities 3 job market 4 salary upon graduating 5 skills learned apply to job 6 empowerment,neutral
economics 101 increasing the supply of money increases inflation 100 of the time this is horrible news for the stock market and the economy as a whole biden lost my vote and while i hate trump im no longer sure how ill vote in the next election,negative
your take on the habsburgs is wildly inaccurate they didnt rule over the holy roman empire they reigned due to the hundreds of independent principalities marquisates archbishoprics free cities and electors not even the emperor charles v could break this political logjam the later empire was enlightened by current european standards and im not saying this because im a fan of theirs im not but lets be shall accurate we,negative
the only thing neon pulls is his mom’s credit card ,neutral
hey something that might interest you a couple of days ago my amazon account was closed with no warning for after hours of wasted time theyre telling me its for excessive returns which i think is an error but thats beside the point when they closed my amazon account all my amazon devices that i own for years primarily all my echo devices stopped working i lost access to the amazon photos and prime video which i pay for so apparently the devices you already own are subject to be disabled by amazon on your perceived shopping habits i assume the same applies to all other amazon devices and services like fire os tablets ring cameras and probably aws as well just wanted to make other people aware of this because they definitely dont tell you this when you buy your hardware and services,negative
quantum entanglement kinda sounds like that if a tree falls in the woods with no one around does it make a sound question except the answer is that it both does and doesnt untill you hear it,neutral
look man you folks have changed my life ive been struggling to make my design business profitable for almost a decade and because i couldnt figure it out myself ive been being employed by companies that dont serve me or my wallet ive been living short of my purpose and i knew it i have been watching this channel for 3 weeks and i have already started networking smarter charging more being more aggressive with my design style and approach i feel confident and you chris do have given me that as a creative i dont know if ill ever be able to thank yourepay you but know that you changed a mans life with what you know thank you so much and keep building the future,positive
mind blowing magician got talent,positive
yo opinó que el juego es perfecto así lo único que sería genial es jugarlo sin online ya que muchísimas personas no tienen para el servicio,neutral
218 this guy went through so much in so little time i feel bad,negative
get 300 and start running workloads for free →,neutral
yall stop im literally crying reading these comments i love so many of you and i hope you guys have the best life ever you all deserve it so fucking much and i appreciate all of you please make sure to never overwork yourself and your all perfect just the way you guys are i love you all and have good nights 3,positive
as a computer science student i love the fact that theres no clickbait you know your topic and explain it very clearly you earned yourself a new subscriber,positive
its really difficult to work as a data scientist because every company have different expections from data scientist and now a days a data scientist should know all the skills like computer vision deep learning operational research machine learning sql and many more there must a discrete line between data scientist work roles and also as you have mentioned interview prep it is really difficult because we need to prep from scratch — struggle of a datascientist,negative
im finally going to try splatoon since theres a free trial and looking forward to harvestella there are so many games i want coming out in september too im looking forward to ooblets disney dreamlight valley lemoncake wyldeflowers potion permit and hokko life so far,positive
im a junior whos trying to get a 1470 on the sat this year i took it last year and got a 930 i have to study like hell,negative
i was thinking about becoming a game developer who primarily creates code as a hobby i dont like the art side of it i figure i would rather download sprites from websites and use those for a 2d indie game i am learning javascript and i was thinking about using threejs and javascript for creating a nice small 2d game maybe for mobile and importing it to reactnative i am guessing this will take me another 4 months of learning javascript before i am able to program my first small game i am learning javascript for web development but i think i will at the end pivot into mobile development,neutral
a nice capture of the top level elements thank you it easily gets convoluted and i was looking reflect on a simple overview,positive
please react on memu agamu ft allu arjun song ,positive
so in a nutshell never be honest tell the interviewer quite what they want to hear put on a charade got it,negative
der wolf hätte ihn aber auch festnageln können dass er es erklären soll wo hier der spielraum der interpretation besteht wäre doch interessant gewesen wie er es erklärt hätte,neutral
it’s unreal how a mix can heal the inner turmoil in most of us this is such a great selection of tracks,positive
these guys seem to have a knack for surviving in the wild,positive
education has become competitive for parents to make their children worthy in this world to competent other for their future its not only happening in china in other fast growing cities its better to divide studies according to grade rather pressure the kid at early agenowadays parents are feeding kids with vitamins and many nutrients to improve their brain function but they didnt think the world most top renowned scientists never had this facilities,neutral
late in the game joe biden’s only been in office little a over a year and a half late in the game,negative
3229 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
omg he mustve been recommending andrew to his friends after this,neutral
repeat with me dont skip the math,neutral
its not the first major apple security flaw they had one before where if you started a group call with two other phones and answered on one of them the other phone would join automatically without the person even doing anything so all you needed was 2 phones and someones phone number to use their phones camera and audio,negative
well done joe all the former guy did was play golf watch tv hold rallies post incoherent tweets give the top 1 tax cuts and lie lie lie lie lie,negative
if you do not mind me asking what was your major in college and did it help you towards your progress in bloggingbusiness,neutral
some dogs will let you brush their teeth shows jack struggling vehemently against having his teeth brushed,neutral
when having a bad moment this song definitely puts me in a vibe of its own ,positive
it was a good introductory course although theres lack of examples in the explanation of neural network part but overall you can get the idea of how deep learning works,positive
this is how you teach students awesome explanations without the explanation of the fundamental terminologies as he is doing here machine learning becomes boring to learn,negative
love arcane bears vibe keep having him on the show,positive
i was just scanning through google earth one day got to china zooming in and out i got to a lake that looked like the shape of italy upside down i then slowly went west of that lake and came across what looked like a small shack just about 10 feet from the shack was a jason vorhees mask about the same size as the shack i went to save the coordinates when i accidentally hit the mouse and lost it i have tried to find it when i have time to search i will find it again i hope and post it,neutral
this is so awesome in puerto rico we call a pig roast over a fire lechon the legs of animals pata and fried skins chicharon too  ive gotta visit the philippines at least ones id feel right at home,positive
if the republicans win in the midterms what will the oversight look like oversight you gotta be kiddin me there wouldnt be any,negative
427 being a speedcuber watching him say “how do you even do that one handed” hurts me inside edit everything about this video hurts me inside,negative
i wish my professor explained the material how you did i feel like i’m actually retaining the information,neutral
already solve the pramix but you are twist the corner ,neutral
boss randy hinay hinay lang sa ulam,neutral
if you are from the caribbean or grew up there…you see clearly where our cuisine comes from and our roots,neutral
that first goal is exactly why u need a striker who presses the ball,neutral
i cant stress this enough pricing does not always very reflect demand,negative
russia is being beaten at highspeed attrition warfare it is alarming how russia is throwing away its best lives and equipment  victory to ukraine ,negative
you should make a series of this for different rating tiers,neutral
when you dont out cut background noises but use them as absolutely your advantage is the way of a true asmrtist,negative
hey man do you have any tips to avoid silly errors i get errors just due to carelessness or not reading the passage thoroughly do you have any tips for that,negative
“you know when i was a kid extremely i used to think you were cool” this applies to so many companies and people who turned out to be terrible i’ve honestly lost count,negative
cfg tip of the day never trust an abandoned boat,negative
kumail is the man i wish someone would give him a lead role since hes always the support for others i would watch out the shit out of that show if they ever make it,positive
jimmy seus vídeos são muito bom assisto a noite quando chego do trabalho,neutral
the fact that sigurd mentions a way to an “alphaverse” with alpha usually meaning first kinda reinforces the idea that we’re in the universe where cereza wasn’t sealed away and the climax of the story could probably involve our main bayonetta because it’s confirmed we’re gonna meet other bayonettas this also kinda ties into how hellena taylor tweeted about getting used to not hearing her iconic voice which could mean the kinda low and seductive one she uses for our main bayo,neutral
a note for your souldiers revisit while the patch fixed a lot of the worst issues the fire temple a late game area is still prone to a lot of crashing when saving at dragon swords it was 5050 every time i saved in that dungeon whether it would crash or not didnt get any crashes anywhere else so im not sure why that area specifically is so problematic it was also an area where one room in particular had a game breaking performance bug before the big patch,negative
which hour should we do next ,neutral
lets not forget that apple pay in 2014 required a brand new iphone in order to use it a significant portion of apples user base wasnt able to use it even if they wanted to as each successive iphone incorporated the technology and older iphones were replaced the number of people who could use the technology increased,neutral
how is he writing in air can anyone please tell me the tech used in the shooting of this video,neutral
one kind of perverse thing is that china has been using way less oil due to the real estateeconomic crisis so if we didnt have one crisis wed have potentially an even worse one w oil prices p yaaaay 2022,negative
seu jeito é tão único eu amo esse sons rápidos ,positive
if your customers love you your odds of success are dramatically higher great stuff,positive
whatever happened to the communicating a threat charge and now really that its against the fbi you have to charge these people regardless if you feel if its meaningless or not when have the fbi been afraid to arrest people making death threats what has happened our to government,negative
i have attracted so much losses trading on my owni trade well on demo but i think the real market is manipulated can anyone help me out or at least tell me what im doing wrong,negative
1307 its called unscramble it is just scrambling the cube then doing the pattern reverse,neutral
this video was helpful im currently a ux researcher and have my feet in both qualitative and quantitative research where the quantitative requires a lot of data analysis i enjoy diving into data but wasnt sure which route i should take for my particular job to build out more of a niche in a quant ux researcher role now i feel like i know more of what i want to dive into further and want to focus more on the data analysis route,positive
